timestamp,date,sector,job_count
20151007173512,2015-10-07 17:35:12,Health,11
20151007173512,2015-10-07 17:35:12,Hedge funds,16
20151007173512,2015-10-07 17:35:12,Investment,98
20151007173512,2015-10-07 17:35:12,IT,31
20151007173512,2015-10-07 17:35:12,Life insurance,367
20151007173512,2015-10-07 17:35:12,Management consultancy,119
20151007173512,2015-10-07 17:35:12,Pensions,226
20151007173512,2015-10-07 17:35:12,Reinsurance,142
20151007173512,2015-10-07 17:35:12,Risk management,171
20151007173512,2015-10-07 17:35:12,Solvency II,169
20151007173512,2015-10-07 17:35:12,Systems,104
20151007173512,2015-10-07 17:35:12,Other,114
20151013094635,2015-10-13 09:46:35,Banking and finance,34
20151013094635,2015-10-13 09:46:35,General insurance,215
20151013094635,2015-10-13 09:46:35,Health,13
20151013094635,2015-10-13 09:46:35,Hedge funds,22
20151013094635,2015-10-13 09:46:35,Investment,108
20151013094635,2015-10-13 09:46:35,IT,33
20151013094635,2015-10-13 09:46:35,Life insurance,353
20151013094635,2015-10-13 09:46:35,Management consultancy,113
20151013094635,2015-10-13 09:46:35,Pensions,223
20151013094635,2015-10-13 09:46:35,Reinsurance,142
20151013094635,2015-10-13 09:46:35,Risk management,175
20151013094635,2015-10-13 09:46:35,Solvency II,165
20151013094635,2015-10-13 09:46:35,Systems,102
20151013094635,2015-10-13 09:46:35,Other,109
